,Purpose Code,Categorization
3808,MEDIA PLACEMENT-ALSO OPPOSES TRUMP AND CRUZ/AD CHANGE,media
3809,TELEPHONE CALLS TO PRIMARY VOTERS,field
3810,TELEPHONE CALLS - 07/25/2012,field
3811,TV ADVERTISING - TRANSMISSION FEES,media
3813,CAMPAIGN WRITER,consulting
3814,PRO-HEINRICH MESSAGING/COMMUNICATION,media
3815,ESTIMATE - BUS TOUR TRAVEL EXPENSES,travel
3816,VOTER ADVOCACY (ESTIMATE 10/21/2012-10/28/2012),field
3817,ROOM RENTAL FOR VOTER CONTACT ACTIVITIES,field
3818,MEDIA BUY - CABLE (NATIONAL),media
3819,ADDL TV AD PRODUCTION COST; FIRST REPORTED 5/1,media
3820,TV SPOT FOR MI - 'DIRT',media
3821,"STAFF TIME, PHONEBANKING & FOOD; 9/6-9/30 ESTIMATE; DOES NOT AGG TO 10K UNTIL 9/26",field
3822,ESTIMATE: TELEPRESSER,media
3823,"POSTAGE, 12TH CD FLIER",administrative
3824,PAC VIDEO PRODUCTION,media
3825,TELEVISION PRODUCTION OF 'PROBLEM',media
3826,IE-SMITH-FOOD/BEVERAGE,administrative
3827,BLAST EMAILS AND BANNER ADS,digital
3828,IE-LUGAR-SHIPPING,administrative
3829,IE VOTER CONTACT STRATEGY,field
3830,IE-RADIO-PERDUE,media
3831,MEDIA BUY - CO - 10/29 - 11/2,media
3832,DIGITIAL AD PLACEMENT- WORKERS,digital
3833,YOUTUBE VIDEO PRODUCTION,digital
3834,PRINTING AND MAILING ON 8/18,administrative
3835,EQUIPMENT PURCHASE AND TRAINING,administrative
3836,WEBSITE DESIGN/DEVELOPMENT,digital
3837,"TV AND DIGITAL ADVERTISEMENT DEFEAT AIMEE BELGARD OPPOSING AIMEE BELGARD, 10/15 - 10/26.",digital
3838,ONLINE ADVERTISING - 01/11/2012,digital
3839,TELEVISION ADVERTISING OF 'UP',media
3840,DIGITAL MEDIA PRODUCTION & PLACEMENT - NC ELECTION DAY,digital
3841,INV.# 11290 - SIGNS,media
3842,TV PRODUCTION COSTS OF 'WRONG' - ESTIMATE,media
3843,IE-LUGAR-DIRECT MAIL,fundraising
3844,SIGN MATERIALS FOR RALLY,administrative
3845,RADIO ADS (10/23 - 10/30/2016),media
3846,IE-STENBERG-ONLINE ADS,digital
3847,REIMBURSEMENT OF CAB FARE,travel
3848,VIDEO PRODUCTION  - 'SKIPPED',media
3849,VOTER GUIIDE,field
3850,MEDIA BUY-DISSEMINATED 5/2/2012,media
3851,TELEVISION PRODUCTION OF 'UP' - ESTIMATE,media
3852,PLACEMENT FOR TV ADVERTISING (MOST IMPORTANT),media
3853,ESTIMATED COST FOR PRINTING - DOORHANGERS,field
3854,RADIO BUY - CANDIDATE SPECIFIC,media
3855,PHONEBANKS OPPOSING GARAMENDI CA03,field
3856,"THE EXHIBIT PLACE, INC., 56 SEXTON RD., MCKEES ROCKS, PA 15136 (BUMPER STICKERS)",administrative
3857,ONLINE AD PRODUCTION COST - ESTIMATED,digital
3859,CANVASSER MILEAGE 8/22-8/31,field
3860,MAIL PRODUCTION PRINTING POSTAGE (OBAMA'S POLICIES 4),fundraising
3861,IOWA CABLE TV BUY,media
3862,TV / AD PRODUCTION,media
3863,CABLE TV AD PRODUCTION,media
3864,STATIONARY/OFFICE SUPPLIES,administrative
3865,BUS TOUR-PRINCESS CARLY PER DIEM,travel
3866,PAC AD PRODUCTION,media
3867,DIGITAL ADVERTISING - TWITTER,digital
3868,ESTIMATE OF NATIONWIDE TELEMARKETING CALLS OPPOSING HILLARY CLINTON. CALLS MADE FROM OCTOBER 1-15.,fundraising
3869,DIRECT MAIL POSTAGE-ALSO OPPOSE TRUMP,fundraising
3870,"PRINTING, IE MAILING, ESTIMATE AMOUNT",fundraising
3871,DIGITAL WEB AD PLACEMENT (BAYH BANK BAILOUT),digital
3872,MEDIA PRODUCTION - TIME?,media
3873,"COPIES, WALK LISTS AND MAPS",field
3874,PRODUCTIONS COSTS - GAMBLE,media
3875,ESTIMATED DIGITAL AD PLACEMENT- IMMIGRATION,digital
3876,DATA FOR FIELD PROGRAM; 9/1-9/30 (ESTIMATE),field
3877,SOCIAL MEDIA PLACEMENT: HEARTBEAT,digital
3878,TELEVISION PRODUCTION OF 'OLD FASHIONED HARD WORK' - ESTIMATE,media
3879,PAYMENT FOR EVENT TICKETS-ESTIMATED COSTS,administrative
3880,TV  AD PRODUCTION,media
3881,DIGITAL MEDIA & WEB ADVERTISEMENTS,digital
3882,PLEDGE CARDS FOR CANVASS,fundraising
3883,DIGITAL MEDIA PRODUCTION & PLACEMENT - NC VOTING,digital
3884,ADVERTISING DESIGN,media
3885,SOCIAL MEDIA MARKETING,digital
3886,DIRECT MAIL - 'STRONG ETHICS',fundraising
3887,RADIO AD PRODUCTION COST 'BUSINESS PAGES',media
3888,TV/RADIO AD PRODUCTION,media
3889,DESIGN FOR VOTER GUIDE,field
3890,ARTWORK & NEWSPAPER AD - DELAWARE COUNTY TIMES,media
3891,IE-RADIO-BARR,media
3892,POST-PRODUCTION FOR TV AD,media
3893,ESTIMATED COST FOR OPERATIONS DIRECTOR SERVICES 5/5-5/15,consulting
3894,ESTIMATE OF OCTOBER MONTHLY LIST RENTAL FEES AND ONLINE ADVERTISING,digital
3895,MAILER - CONFLICT OF INTEREST #2,fundraising
3896,NEWSPAPER ADDS,media
3897,GRAPHICS FOR MAIL PIECEE,media
3898,DIRECT MAIL - DISSEMINATED 8/22/2016,fundraising
3899,ON-LINE AD BUYS,digital
3900,BROADCAST TV AD -DONATED IN-KIND,media
3901,RADIO PRODUCTION (ESTIMATE),media
3902,ESTIMATED COST:  DOORHANGERS,field
3903,SOCIAL MEDIA PLACEMENT: WHAT'S AT STAKE,digital
3904,OFFICE SUPPLIES AND FURNITURE FOR GROUND CAMPAIGN (ESTIMATE),administrative
3905,ALLEGIANCE DIRECT AUGUST/SEPTEMBER MONTHLY DIRECT MAIL SUBVENDOR FEE,fundraising
3906,TELEVISION PRODUCTION  AND FILM COSTS,media
3907,RADIO ADVERTISEMENT DISSEMINATION,media
3909,MAILER #6,fundraising
3910,LABOR COSTS - PHONE BANK INTERNS,field
3911,STAFF TIME ON SOCIAL MEDIA POSTS AND EMAILS,digital
3912,ESTIMATED LIST RENTAL FEES AND ONLINE ADVERTISING,digital
3913,PRINTING LABELS,administrative
3914,OREGON MAIL PIECES,fundraising
3915,POSTCARD PRODUCTION,administrative
3917,WEB ADVERTISEMENT,digital
3918,"MEDIA PRODUCTION - INVOICED, BUT NOT YET DISBURSED",media
3919,DOOR HANGERS (LABOR) ESTIMATED,field
3920,MEDIA BUY SHIPPING FEES - TRUMP'S AMERICA ISN'T SAFE FOR WOMEN,media
3921,WEB AD CREATION & PRODUCTION (WHAT HAS BEGICH DONE FOR YOU),digital
3923,POSTAGE FOR MAILER (CRONYISM),administrative
3925,"TV PRODUCTION, PLACEMENT, WEB DESIGN, SOCIAL MEDIA, BUS SIGN, PRINT, TELEPHONE",digital
3926,AIR TIME PURCHASE - PHILLIPS CHOICE,media
3927,MEIDA PLACEMENT,media
3928,DIGITAL AD PRODUCTION COSTS (ADDED TO PLACEMENT REPORTED ON 6/19/16),digital
3929,DIRECT MAIL EXPENSE-DANIELS APPEAL-ESTIMATE,fundraising
3930,CORPORATE WELFARE PALM CARDS,field
3931,TELEVISION PRODUCTION OF 'MORE PROOF' - ESTIMATE,media
3932,CAPPS-NURSE,administrative
3933,IE-SOUTHERLAND-YARD SIGNS,field
3935,TV AD PRODUCTION COST CHOICE,media
3936,CANVASSER -GREEN BAY,field
3937,TV/MEDIA PRODUCTION,media
3938,DIRECT MAIL POSTAGE - AUGUST HOUSEFILE,fundraising
3940,MEDIA AD COSTS - CANDIDATE SPECIFIC,media
3941,NEWSAPER AD,media
3942,ESTIMATE:TELEMARKETING CALLS,fundraising
3943,EDITING OF COMMERCIAL,media
3944,SENDING NEWS RELEASE,media
3945,DIRECT MAIL - FULFILLMENT ITEMS AND GRAPHICS,fundraising
3946,UNION MICROSITE AND ONLINE QUESTIONNARE,digital
3947,STAFF TIME:EMAIL CREATION,digital
3948,SUPPLIES FOR PHONE CENTERS,field
3949,FL VIDEO AD,media
3950,MEDIA BUY - DISSEMINATED 5/7/2012,media
3951,MEDIA SCHEDULE,media
3952,MAIL PRODUCTION AND POSTAGE (VETS),fundraising
3953,VOTER CONTACT TELEPHONE CALLS,field
3954,IE-HATCH-GRASSROOTS MGMT/TRAINING,field
3955,1/2 PAGE AD,media
3956,CANVASS TRAVEL MEALS,field
3957,FULL PAGE AD,media
3958,MAILER ('KANDER ENERGY 2'),fundraising
3960,TV ADVERTISING - DISSEM 10/30/12,media
3961,MEDIA PRODUCTION/MEDIA,media
3962,MEDIA PLACEMENT - BROADCAST/CABLE,media
3963,MEDIA BUY FOR ADS RUNNING 9/14 - 9/16,media
3964,MEDIA BUY-CANDIDATE SPECIFIC,media
3965,SUPPLIES FOR CANVASS AND PHONE BANKS,field
3966,TV ADVERTISING/PRODUCTION COSTS,media
3967,"DESIGN, PRINTING, SHIPPING FOR CANVASS LITERATURE",field
3968,DIRECT MAIL - 10/25/2012,fundraising
3969,CABLE ADVERTISING 10/30-11/4,media
3970,RADIO ADVERTISEMENTS 5/14-5/20 IE 5/10/2,media
3971,IE-ALLEN-WALKING MAPS,field
3972,MAIL COSTS,administrative
3973,PRINT ADVERTISING PRODUCTION - 'SURVIVORS AGAINST TRUMP',media
3974,2/26 TO 2/28 RADIO ADVERTISING,media
3975,IE-LEE-VOTER CALLS,field
3976,MEDIA BUY BROADCAST & CABLE,media
3977,ENDORSEMENTS TO WEBPAGE,digital
3978,STAFF TIME - ONLINE ADVOCACY,digital
3980,TELEPHONE TOWNHALL/AUTOMATED PHONE CALLS,field
3981,INSIDER BARBER' AND 'CLEAR' TELEVISION ADVERTISEMENTS,media
3982,POST PRODUCTION,media
3983,PRINT AND MAIL CAMPAIGN MATERIALS,administrative
3984,PRINTING OF POSTCARS,administrative
3985,VIDEO PRODUCTION - 'WORKING',media
3986,PANDORA ADS,digital
3987,CABLE TELEVISION MEDIA BUYS,media
3988,CONSULTANT:  STRATEGY AND MESSAGING,consulting
3989,TELEVISION ADVERTISING OF 'SNARLING',media
3990,"PHONE CALLS SUPPORTING BRADLEY BYRNE, 10/31/2013 - 11/05/2013.",field
3991,TV AD 'NICE',media
3992,MAILSHOP ESTIMATE OF NATIONWIDE DM OPPOSING HILLARY CLINTON. DMS SENT ON 12/18/15.,fundraising
3993,WAGES - CANVASSING,field
3994,WEB AD PLACEMENT (VOTE AGAINST NUNN),digital
3995,VOTER EDUCATION FOR THE GENERAL ELECTION IN STATE OF VA,field
3996,DESIGN OF NEWSPAPER AD,media
3997,FEB GIVEGREEN APPEAL - STAFF TIME,fundraising
3998,DIGITAL WEB AD PRODUCTION ('OBAMACARE'),digital
3999,LUMP SUM PAYMENT FOR CANVASSING AND DISTRIBUTING MATERIALS 7/19/12-7/29/12,field
4000,CANVASS OPERATIONS PAYROLL,field
4001,SOCIAL MEDIA AD BUY,digital
4002,"ESTIMATED COST:  SALARY, BENEFITS & OTHER CANVASS-RELATED EXPENSES FROM 9/19-9/23",field
4003,POSTAGE FOR MAILER (MASTO LOBBYIST TRIPS MAILER 2),administrative
4004,CAMPAIGN LABEL STICKERS,field
4005,FL-06 PRIMARY VOTER SURVEY,polling
4006,MEDIA PLACEMENT-CHANGE IN AD,media
4007,DOMAIN REGISTRATION,digital
4008,EMAIL LIST RENTAL AND DEPLOYMENT- NATIONALLY DISTRIBUTED,digital
4009,POSTAGE FOR MAILERS (MCGINTY SUPREME COURT MAILER 2),administrative
4010,TELEPHONE USE,field
4011,BILLINGS RENT,administrative
4012,DIRECT MAIL APPEAL FEE ESTIMATE OF NATIONWIDE DM OPPOSING HILLARY CLINTON. DMS SENT ON 8/24/16.,fundraising
4013,IE-LYNCH-EMAIL/SOCIAL MEDIA/PRINTING,digital
4014,WEB PRODUCTION,digital
4015,"STAFF TIME AND EXPENSES FOR PHONEBANKING; 10/6 - 10/22 (ESTIMATE) DOES NOT REACH $10,000 UNTIL 10/17",field
4017,RADIO ADVERTISEMENT-WILL,media
4018,IE-MOURDOCK-VOTER ID CALLS,field
4019,CABLE ADVERTISING: PEOPLE FIRST,media
4020,DRAFT PALIN (VS BEGICH) RADIO PRODUCTION AND MEDIA BUY,media
4021,IE-RATCLIFFE-MEDIA BUY,media
4022,OBAMA DVDS: POSTAGE & MAILING,media
4023,DIGITAL AD CONSULTING,digital
4024,RADIO COMMERCIALS W/ ENDORSEMENT,media
4025,"POSTAGE, 6TH CD FLIER",administrative
4026,IE-RUIZ-MEDIA PRODUCTION,media
4027,DIRECT MAIL AND ROBO-CALL VOTER CONTACT PROGRAM,fundraising
4029,PRINT AND POSTAGE,administrative
4030,IE-MCCAIN-MEDIA BUY,media
4031,IE-MANESS-VOTOR DATA,polling
4032,IE-FLAKE-AUTO CALLS,field
4033,ADVERTISING SPACE,media
4034,LODING FOR CANVASSING DEPLOYMENT 11/5-11/6,field
4035,"LABOR, POSTAGE, AND PRINTING FOR MAILPIECE",administrative
4036,CABLE TV AD PLACEMENT,media
4037,"POSTAGE, MAIL PRODUCTION COSTS",administrative
4038,WEBSITE PRODUCTION: OBAMADOUBLESPEAK.COM,digital
4039,ANTICIPATED WAGES FOR NOT-YET-HIRED PHONEBANKERS,administrative
4040,TV AD SPOT - RON PAUL'S WRONG POSITION ON MARRIAGE,media
4041,IE-SMITH-PHONE CALLING,field
4042,"DATA; DOES NOT REACH $10,000 AGAIN UNTIL 10/17",digital
4043,SUPPORT ELECTION OF BOBBY SCHILLING,media
4045,FACEBOOK VIDEO ADVERTISEMENT,digital
4046,TELEPHONE VOTER OUTREACH,field
4047,RADIO SPOTS - SUPERTALK MISSISSIPPI,media
4048,10/22 TO 10/28 RADIO ADVERTISING,media
4049,TELEVISION BUY AND PRODUCTION COST - PROUD,media
4050,POLITICAL AD,media
4052,"TV, DIRECT MAIL, PHONES, ONLINE",media
4053,INTERNET AD,digital
4054,IE-BOUSTANY-ONLINE ADS,digital
4055,STAFF TIME AND MILEAGE,travel
4056,ADVERTISING-TV; PRODUCTION,media
4057,INTERNET COMMUNICATION,digital
4058,IE-MANDEL-OFFICE SUPPLIES-PRINTING SUPPLIES,administrative
4062,AUTOMATED ROBO CALLS,field
4063,IE-BEVIN-ONLINE PROCESSING,digital
4064,ROBOCALLS FOR 11/01/2012,field
4065,POSTAGE - 12TH CD FLIER,administrative
4066,IE-MILLER-ADVERTISIGN,media
4067,SAG FEES,travel
4068,IE-MANDEL-ONLINE BLOGS,digital
4069,IE-ERNST-DIRECT MAIL,fundraising
4070,PREDICTIVE DIALER MINUTES-PERSUASION,field
4071,PRINT 12TH CD POSTCARD,administrative
4072,RADIO/MEDIA PLACE-AGG UPDATED GOING FWD,media
4073,1/3 SHARE OF PRE-PAID IE VIA ONLINE DISTRIBUTION,digital
4074,IE-ERNST-GOTV CALLS,field
4075,IE-OBAMA-DATA MANAGEMENT,digital
4076,IE-MOURDOCK-EVENT SITE RENTAL,administrative
4077,REVERSE PHONEBANKING - REPORTED TO WRONG VENDOR,field
4079,BROADCAST AND RADIO ADVERTISING.,media
4080,ESTIMATE OF MAY MONTHLY LIST RENTAL FEES,fundraising
4081,"INTERNET AD PRODUCTION, PROMOTION (FROM ADVANCE LINE 21)",digital
4082,ESTIMATED PHONE BANKING,field
4083,ADVERTISING COST,media
4084,RADIO/ DIGITAL ADS,digital
4085,DIRECT CALLS,field
4086,IE-COTTON-GOTV CALLS,field
4087,MOBILE PHONE FOR EVENT,administrative
4088,PLEDGE TO VOTE CARDS,field
4089,ESTIMATED COST FOR FINANCIAL MANAGEMENT SERVICES OF CANVASSING PROG. 5/5-5/15,field
4090,IE-ANGLE-DOOR HANGERS,field
4091,ESTIMATE: TV AD PRODUCTION - CASH,media
4092,IE-SMITH-EST STAFF & OVERHEAD,administrative
4093,MAIL DESIGN (DEFEAT WARNER),fundraising
4094,PAID MEDIA - RADIO,media
4095,MEDIA PRODUCTION AND LICENSING COSTS,media
4096,FLASHLIGHTS FOR NIGHT CANVASSING,field
4097,ADVERTISING 9/25,media
4098,MEDIA - TV AD,media
4099,DIRECT MAIL-PRIMARY AZ-04,fundraising
4100,VOTER PERSUASION & TURNOUT CALLING,field
4103,CANASSER ENDORSEMENT LITERATURE,field
4104,MAIL/ESTIMATED COSTS,fundraising
4105,STATEWIDE MAILING,media
4106,TV ADVERTISING PRODUCTION AND TIME,media
4107,"TV AD PRODUCTION, STUDIO TIME, RELATED SERVICES",media
4108,LOCATION RENTAL AND STAFF TIME,administrative
4109,WEBAD,digital
4110,ADVERTISING PRODUCTION AND DESIGN,media
4111,"MAIL COSTS, POSTAGE",administrative
4112,VOTER CONTACT EMAILS - LISTS,field
4113,EST. PAYMENT FOR SALARY & OTHER CANVASS RELATED EXPENSES FROM 5/9-5/31,field
4114,DATA FILE - NON-CONTRIBUTION ACCOUNT,digital
4115,"IE-MOURDOCK,ONLINE ADS",digital
4116,"ESTIMATED PHONE BANKING, PRECINCT WALKING AND VISIBILITY EVENTS FOR 11/1/12 - 11/4/12",field
4117,IE-LANDRY-PHONES,field
4118,NEWSPAPER AD - WV,media
4119,MEDIA BUY - NY 10/3/12,media
4121,VIDEO BROADCAST,media
4122,DIRECT MAIL: LIST RENTAL,fundraising
4123,DRTV MEDIA PLACEMENT (ESTIMATE 10/1/12-10/7/12),media
4124,JUNE MONTHLY EXTERNAL DEPLOYMENT COSTS,administrative
4125,THE EXHIBIT PLACE - INVOICE 27493 (FLYERS),media
4126,WEB SITE  PROMOTION,digital
4127,DELIVERY OF TV ADVERTISING TO STATIONS,media
4129,CREATIVE PRODUCTION MEDIA BUY,media
4130,IE-MOURDOCK-EST. STAFF & OVERHEAD,administrative
4132,ADVERTISING AIR TIME,media
4133,IE-PRINTING-COMSTOCK,administrative
4134,ESTIMATED COST FOR DESIGN SERVICES,consulting
4135,VIDEO PRODUCTION/ONLINE ADS,digital
4136,IE-TELEMARKETING,fundraising
4137,DIGITAL WEB AD PLACEMENT (FLOOD OF LIES),digital
4138,PRINTING - PLACARDS,administrative
4139,"VOTER TELEPHONE CONTACT (ALSO OPPOSES ROMNEY, GINGRICH) (ESTIMATE)",field
4140,WEBSITE DEVELOPMENT - VOTEFORJOBS2012.COM,digital
4141,POLLING - ROBO CALLS,field
4142,IE-MANDEL-DOOR HANGERS/PALM CARDS,field
4143,RADIO MEDIA BUY-ALSO SUPPORTS THOM TILLIS,media
4144,VOTER CONTACT MAIL (ALSO SUPPORTS DOLD),field
4145,TV / MEDIA PLACEMENT,media
4146,DIGITAL PRODUCTION AND MEDIA BUY,digital
4147,BLOG POSTINGS,digital
4148,DESIGN AND PRINTING FOR CANVASS LITERATURE,field
4149,MEDIA PRODUCTION AND CREATIVE,media
4150,PRINTING - VOTE FOR ANN KIRKPATRICK (ESTIMATED),administrative
4151,IE-MOURDOCK-ONLIE ADS,digital
4153,MAIL PRODUCTION PRINTING POSTAGE (DEFEAT UDALL 2),fundraising
4154,"PRODUCTION, DESIGN AND POSTAGE FOR LITERATURE",fundraising
4155,ESTIMATED COST FOR FIELD DIRECTOR SERVICES 5/5-5/15,field
4156,DIRECT MAIL - DISSEMINATED 7/27/16,fundraising
4157,MEDIA PROMOTION,media
4158,LIST ACQUISITION PRODUCTION PRINTING AND POSTAGE OF MAILER,fundraising
4159,PHONE AND INTERNET,administrative
4160,"COPY, CREATIVE, PRODUCTION, TRANSPORT, POSTAGE - KY MAIL",travel
4161,ON LINE PRODUCTION COSTS,digital
4162,FOOD FOR VIDEO SHOOT,media
4163,SEARCH AD: PRESIDENTIAL,media
4165,TELEVISION ADVERTISING - PRODUCTION,media
4166,PRODUCTION COST- MAIL PIECE 2,fundraising
4167,GOTV CONTACT LIST (ESTIMATE),field
4168,DIRECT MAIL - 'PROVEN RECORD',fundraising
4169,NEWSPAPER AD - OK,media
4170,MAIL AND ROBOCALLS,field
4172,POSTAGE FOR MAILERS (BAYH GAME),administrative
4173,RADIO MEDIA BUY - PREPARED - DISSEMINATED 8/20/2016,media
4174,WEB AD PLACEMENT (FIRE PRYOR),digital
4175,PURCHASE OF RADIO TIME,media
4176,IE-SASSE-MEDIA PRODUCTION,media
4177,TELEVISON ADVERTISING OF 'LOVE AFFAIR',media
4178,POSTAGE FOR MAILERS (DEFEAT 'PAY-MORE' PATRICK),administrative
4179,PRINTING - VOTE FOR ANN KIRKPATRICK,administrative
4180,"TV AND DIGITAL ADVERTISEMENT FLIP FLOP SUPPORTING EVAN JENKINS, 9/5 - 9/15.",digital
4181,MEDIA BUY - TV/CABLE,media
4182,CANVASSING SUPPORT,field
4183,"LABOR, POSTAGE, AND PRINTING FOR POSTCARD",administrative
4184,TELEVISION ADVERTISING OF 'DOCTOR'S ORDERS',media
4185,NEWSPAPER AD - NV,media
4186,IE-TESTER-MEDIA BUY,media
4187,SOCIAL MEDIA NEW HAMPSHIRE,digital
4188,PHONE BANK (FROM ADVANCE LINE 21),field
4189,MEDIA-TV PRODUCTION,media
4190,"ESTIMATE: STAFF MILEAGE REIMBURSEMENT COSTS, 10/30-11/4",travel
4191,ADVERTISEMENT DESIGN,media
4192,"ADVERTISING - DIGITAL - ALSO OPPOSES RUBIO, TRUMP",digital
4193,RADIO AD KNOCK OUT,media
4194,BILLBOARD PRODUCTION COSTS - ESTIMATE,media
4195,MANAGEMENT AND STRATEGY,consulting
4196,PHONE BANKING START 5/24,field
4197,WEBSITE CREATIVE DEVELOPMENT (ESTIMATE),digital
4198,IE-HATCH-RENT,administrative
4199,VOTER OUTREACH & PRINTING,field
4201,PRINTING: POSTCARD,administrative
4202,DIRECT MAIL PRODUCTION & POSTAGE,fundraising
4203,ESTIMATE OF NOVEMBER MONTHLY FACEBOOK ADVERTISING,digital
4204,DIRECT RESPONSE TV/INBOUND INTERACTIVE VOICE RECOGNITION 8/28-8/31(ESTIMATE),media
4205,TV/RAIO ADS BEGIN 10/30/2012,media
4207,TV ADS 'PROCEDURE AP',media
4208,NEWPAPER ADVERTISING,media
4209,FLORIDA FIRST STAFF EXPENSES (EXCEEDED $10K ON 10/12/2016),administrative
4210,EST. PAYMENT FOR RALLY EXPENSES,field
4211,RADIO PRODUCTION - REAL PLAN - DISSEMINATED 10/28/16,media
4212,MAILERS ('HEALTHCARE'),fundraising
4213,TELEVISION PRODUCTION OF 'DESTROY',media
4214,TARGETED ONLINE ADS (2/3 - 2/17/2016),digital
4215,TEAMSTERS FOR OBAMA CONVENTION SHIRTS,administrative
4217,PLANNING AND CREATION OF AERIAL BANNERS,media
4218,MEDIA PRODUCTION (ONLY: 11/2/16-11/8/16),media
4219,TRAINING FEE,administrative
4221,IN-KIND TELEVISION ADVERTISING,media
4222,LABOR - BLOCKWALKERS/PHONE CALLERS,field
4223,9/28 TO 10/1 RADIO ADVERTISING,media
4224,IE-ROTHFUS-VOLUNTEER ORGANIZING,field
4225,MILEAGE REIMBURSEMENT FOR RESEARCH,travel
4226,MAILER- ADVOCATE FOR CHILDREN,fundraising
4227,PRODUCTION COSTS - HOLT TV AD,media
4228,IE-OPPOSE KELLI WARD-MEDIA PRODUCTION,media
4229,BROADCAST TV AD,media
4230,PAC ROBO CALLS,field
4231,TELEVISION ADVERTIGINS,media
4232,ONLINE ADVERTISING PROSDUCTION & PLACEMENT: 'BEN SASSE FOR SENATE',digital
4233,10/10 TO 10/11 EMAIL DISTRIBUTION,digital
4234,ESTIMATE OF FEBRUARY MONTHLY ONLINE ADVERTISING FEES,digital
4235,ONLINE DELIVERY OF AD CONTENT TO MEDIA STATION.  AD SUPPORTS SAM CLOVIS AND AIRS MAY 27 TO JUNE 3RD.,digital
4236,ADVERTISING - TV - ALSO OPPOSES STATE CANDIDATE,media
4237,CAMPAIGN RESEARCH & EXPENSES,polling
4238,PRO-MARRIAGE GOTV - AGAINST RON PAUL,media
4239,DIGITAL MEDIA PRODUCTION/PLACEMENT - GEORGIA,digital
4240,RADIO MEDIA PURCHASE,media
4241,PHONEBANK - GOTV,field
4242,FIELD DIRECTOR - PERSONNEL COSTS,field
4243,MEDIA BUY + AD PRODUCTION,media
4244,DECEMBER MONTHLY EXTERNAL DEPLOYMENT COSTS,administrative
4245,BARROW-VALUES',administrative
4246,NEWSPAPER AD - SC,media
4247,RADIO AND EMAIL ADVERTISING AND PRODUCTION,digital
4248,MAIL COSTS (PULLED FROM ADVANCE LINE 21),administrative
4249,POSTAGE FOR MAILERS ('WRONG AGENDA'),administrative
4250,IE-COFFMAN-DIRECT MAIL,fundraising
4251,TELEPHONE VOTER CONTACT (ALSO OPPOSES ROMNEY),field
4252,MAILER 2 - DAVIS-CREDENTIALS&JOBS,fundraising
4254,WAGES FOR PHONE BANK SERVICES,field
4255,IE-JOHNSON-EMAIL LIST USAGE,digital
4256,MAILERS (EX-IM (CORPORATE WELFARE)),fundraising
4257,INDEP EXPEND:  DOOR HANGERS SUPPORTING BOYLE FOR CONGRESS,field
4259,TV ADVERTISEMENT - BATTLE BORN,media
4260,TELEVISION ADVERTISING OF 'SWITCH',media
4262,PRINTING - VOTE FOR HILLARY CLINTON (ESTIMATED),administrative
4265,PRODUCTION COST FOR TV AD,media
4266,ADVERTISING PRODUCTIONS,media
4267,PRINT AD PLACEMENT (DEFEAT LANDRIEU),media
4268,TV AD NOT TELLING,media
4269,ONLINE ADVERTISING OF 'MINIMUM WAGE' & 'MORE PROOF',digital
4270,PERMIT FOR EVENT,administrative
4271,DIRECT MAIL PIECE 'LINGLE' (MAILED ON 08/03/12),fundraising
4272,ESTIMATE OF DECEMBER MONTHLY LIST RENTAL FEES,administrative
4273,STAFF TIME FOR DIRECT VOTER CONTACT-ESTIMATED COSTS,field
4274,"TELEVISION PRODUCTION, MEDIA BUY",media
4275,EMAIL COSTS (PULLED FROM ADVANCE LINE 21),digital
4276,MEDIA PLACEMENT - TV/CABLE,media
4277,IE-THOMAS-EMAIL MARKETING,digital
4279,SEARCH AD: AZ-01,digital
4280,CABLE MEDIA BUY - TRUMP'S AMERICA ISN'T SAFE FOR WOMEN,media
4281,INDEPENDENT EXPENDITURE - RADIO BUY - REP. RAUL RUIZ,media
4282,"PRINTING, DESIGN, DATA, POSTAGE AND CONSULTING",consulting
4283,MEDIA BUY - ESTIMATE,media
4284,VIDEO,media
4285,AGENCY FEES - MEDIA CONSULTING,consulting
4286,TELEVISION ADS (BEGIN AIRING ON 07/30/12),media
4287,MEDIA PRODUCTION; ALSO OPPOSES NEWT GINGRICH,media
4288,BOOKING FEE,administrative
4290,DIGITAL ADS PLACEMENT,digital
4291,IE-PRINTING-CLINTON,media
4292,CALLS: ESTIMATE,field
4293,PHOTOCOPYING OF VOTER GUIDE DAVID PRICE,field
4294,PRINTING & POSTAGE FOR POSTCARDS,administrative
4295,MINUTES FOR PHONE BANKING THROUGH 10/31/12,field
4296,DIGITAL AD-ESTIMATED COSTS,digital
4297,"ADVERTISING - TV -ALSO OPPOSES RUBIO, TRUMP",media
4298,TELEVISION AD BUY - 'ONE IN EIGHT',media
4299,TRAINING/CANVASSING,field
4300,STAFF SERVICES,administrative
4301,VOTER OUTREACH 'EARLY VOTE FOR BEGICH',field
4302,RADIO ENERGY INDEPENDENCE PRODUCTION,media
4303,AERIAL BANNERS DESIGN & PITCH,media
4304,MAILED PIECE DISBURSED 11/27/2012,fundraising
4305,INTERNET NEWSLETTER - CANDIDATE SPECIFIC,digital
4306,VOTER CONTACT EMAILS OVER SEVERAL DAYS,digital
4307,DESIGN PRINT ADVERTISEMENT,media
4309,50% DIRECT MAIL COSTS FOR 04/20/2012 MAILER (SUPPORTS CRITZ/OPPOSES ALTMIRE),fundraising
