,Purpose Code,Categorization
3860,MAIL PRODUCTION PRINTING POSTAGE (OBAMA'S POLICIES 4),fundraising
6676,MAIL PRODUCTION PRINTING POSTAGE (PRYOR CAREER 1),fundraising
107,MAIL PRODUCTION PRINTING POSTAGE (PRYOR COST OF LIVING 2),fundraising
5289,MAIL PRODUCTION PRINTING POSTAGE (PRYOR COST OF LIVING 3),fundraising
7577,MAIL PRODUCTION PRINTING POSTAGE (SPENDING),fundraising
7618,MAIL PRODUCTION PRINTING POSTAGE AND SHIPPING (OBAMACARE),fundraising
413,MAIL PRODUCTION SERVICES,fundraising
200,MAIL PROGRAM,administrative
85,MAIL SERVICES,administrative
5772,MAIL TEST SURVEYS,polling
4104,MAIL/ESTIMATED COSTS,fundraising
2960,MAIL/PRINTING,administrative
349,MAILED AD,fundraising
453,MAILER,fundraising
4535,MAILER - AFSCME-M6,fundraising
719,MAILER - BRE,fundraising
3895,MAILER - CONFLICT OF INTEREST #2,fundraising
6574,MAILER - REPLY,fundraising
7831,MAILER - SOCIAL SECURITY #2,fundraising
5199,MAILER - STAFF TIME ADMIN,administrative
6332,MAILER #5,fundraising
3909,MAILER #6,fundraising
4839,MAILER #7,fundraising
4666,MAILER #8,fundraising
4960,MAILER & POSTAGE(ESTIMATE),fundraising
5814,MAILER (BAYH HEADLINE MAILER 1),fundraising
7752,MAILER (BAYH OBAMACARE MAILER 1),fundraising
6552,MAILER (BAYH OUT JOBS),fundraising
1260,MAILER (CRONYISM),fundraising
3958,MAILER ('KANDER ENERGY 2'),fundraising
1870,MAILER (MASTO HEALTHCARE MAILER 2),fundraising
6783,MAILER ('MASTO HEALTHCARE MAILER 2'),fundraising
6849,MAILER (MASTO LOBBYIST TRIPS),fundraising
283,MAILER ('MASTO LOBBYIST TRIPS'),fundraising
4468,MAILER (MASTO OBAMACARE),fundraising
7050,MAILER (OBAMACARE),fundraising
4799,MAILER (RECEIPT),fundraising
3203,MAILER (ROSS SUPREME COURT MAILER 2),fundraising
383,MAILER 1 - CORWIN DAVIS - COMPARECONTRAST,fundraising
424,MAILER 1 - CORWINDAVIS COMPARECONTRAST,fundraising
4252,MAILER 2 - DAVIS-CREDENTIALS&JOBS,fundraising
7525,MAILER 3 - DAVIS.HOCHUL,fundraising
7810,MAILER- A BAD EXAMPLE FOR OUR CHILDREN,fundraising
4226,MAILER- ADVOCATE FOR CHILDREN,fundraising
2526,MAILER ALSO OPPOSES MITT ROMNEY,fundraising
97,MAILER AND POSTAGE,administrative
1823,MAILER- CUT FUNDING,fundraising
2047,MAILER DESIGN,fundraising
1189,MAILER DESIGN PRODUCTION POSTAGE AND SHIPPING (HEALTHCARE PLANS),fundraising
4818,MAILER DISTRIBUTED 4/30/2012,fundraising
1422,MAILER- FIGHTER FOR MIDDLE CLASS,fundraising
6307,MAILER- FITNESS FOR OFFICE,fundraising
3585,MAILER FOR GRIJALVA HOUSE RACE; SUPPORTING GRIJALVA,fundraising
1137,MAILER IN CD4,fundraising
5287,MAILER MIDDLE CLASS,fundraising
4712,MAILER MIKE JOHNSON 1,fundraising
2638,MAILER PRODUCTION,fundraising
5631,MAILER PRODUCTION AND POSTAGE,fundraising
5307,MAILER- REPUBLICAN SECURITY,fundraising
2574,MAILER- RIDICULER IN CHIEF,fundraising
1708,MAILER STEAK,fundraising
291,MAILER SUPPORTING HALVORSON,fundraising
5434,MAILER SUPPORT-TENNEY/OPPOSE-HANNA,fundraising
6589,MAILER THANKING SEN. RICHARD BURR FOR SUPPORTING HOSPITALS,fundraising
2247,MAILER: THE BELT WRESTLING POSTER ACTION FIGURE,fundraising
3061,MAILER; DOES NOT REACH $10000 AGAIN UNTIL 10/17,fundraising
19,MAILER; DOES NOT REACH $10000 UNTIL 10/17,fundraising
478,MAILERS,fundraising
6012,MAILERS - SPENDING CROMNIBUS,fundraising
336,MAILERS (BAYH SUPREME COURT MAILER 2),fundraising
115,MAILERS (BAYH SUPREME COURT MAILER 2'),fundraising
1331,MAILERS (COST OF LIVING),fundraising
2455,MAILERS ('ENERGY'),fundraising
3031,MAILERS (EX-IM (CHINA/RUSSIA)),fundraising
4256,MAILERS (EX-IM (CORPORATE WELFARE)),fundraising
3380,MAILERS (KANDER HEALTHCARE AND OBAMACARE),fundraising
26,MAILERS (KANDER SUPREME COURT),fundraising
2873,MAILERS (MASTO OBAMACARE MAILER 3),fundraising
1116,MAILERS (MCGINTY COST OF LIVING),fundraising
651,MAILERS (MCGINTY SUPREME COURT MAILER 2),fundraising
477,MAILERS ('MCGINTY SUPREME COURT MAILER 2'),fundraising
851,MAILERS (MCGINTY SUPREME COURT),fundraising
3675,MAILERS ('OBAMACARE'),fundraising
1000,MAILERS (ROSS KEEPING NC DOWN),fundraising
3368,MAILERS ('ROSS SUPREME COURT MAILER 2'),fundraising
7466,MAILERS (SPENDING),fundraising
7832,MAILERS (VOTE),fundraising
3225,MAILERS ('VOTE'),fundraising
5228,MAILERS INDICATING THAT RICHARD BURR IS SUPPORTIVE OF NC VETERANS AND HOSPITALS,fundraising
6756,MAILES,administrative
6425,MAILHOUSE/POSTAGE,administrative
32,MAILING,administrative
7384,MAILING - DISSEMINATED 3/13/12,administrative
5989,MAILING - QUIZ,polling
3766,MAILING **CORRECTED AMOUNT FROM $48488.24 DUE TO RECVG BILL,administrative
2464,MAILING AND DELIVERY,travel
7445,MAILING AND PHONE CALLS-DISSEM 3/1/12,administrative
995,MAILING AND POSTAGE,administrative
170,MAILING COST,administrative
5618,MAILING COSTS,administrative
2157,MAILING EXPENSE FOR OBAMA BUTTONS & BUMPER STICKERS,administrative
7354,MAILING 'HERE' PIECE,fundraising
1890,MAILING HOUSE SERVICES FOR DIRECT MAILERS,fundraising
6937,MAILING LIST,fundraising
2184,MAILING LIST BROKERAGE ESTIMATE OF NATIONWIDE DM OPPOSING HILLARY CLINTON. DMS SENT ON 1/8/16.,fundraising
2306,MAILING LIST BROKERAGE ESTIMATE OF NATIONWIDE DM OPPOSING HILLARY CLINTON. DMS SENT ON 8/26/15.,fundraising
4408,MAILING LIST RENTAL POSTAGE A SPECIAL MESSAGE FROM LEE IACOCCA,fundraising
5845,MAILING LISTS FOR POSTCARD MAILING,fundraising
2035,MAILING NEIGHBOR TO NEIGHBOR,administrative
2085,MAILING OF VOTER GUIDE,administrative
6357,MAILING PRINTING AND POSTAGE,administrative
6508,MAILING SERVICE,administrative
91,MAILING SERVICES,administrative
2026,MAILING SERVICES FOR BROCHURE MAILOUTS,administrative
5357,MAILING SUPPLIES,administrative
7676,MAILING.,administrative
3579,MAILING: DESIGN PRINTING POSTAGE SHIPPING,administrative
1609,MAILINGS (PRINT MAIL SHOP AND POSTAGE) -- CD 1: BIO; CD1: EXPERIENCE; CD 1 LEADERSHIP,administrative
2500,MAILINGS AND RADIO,media
694,MAILINGS FOR EVENTS,administrative
7543,MAILPIECE AND POSTAGE,administrative
2002,MAILSHOP SERVICES,administrative
3077,MAKE BLACK HISTORY MAILING,fundraising
5646,MAKE BLACK HISTORY PRINTING,administrative
1808,MAKEUP ARTIST FOR EVENT,administrative
660,MALING FOR VOTER GUIDE,field
1623,MALING LIST RENTAL,fundraising
218,MANAGEMENT CONSULTING,consulting
240,MANAGEMENT CONSULTING SERVICES,consulting
4391,MAP BOOKS FOR CANVASSING (ALSO OPPOSES J.D. WINTEREGG AND ERIC GURR),field
1276,MAP PURCHASE,administrative
905,MARKET RESEARCH,polling
87,MARKETING,fundraising
286,MARKETING CONSULTING,consulting
343,MARKETING CONSULTING FEE,consulting
2082,MARRIAGE/RON PAUL - ONLINE ADS,digital
6916,MARRIAGE/RON PAUL - TV AD - PRODUCTION,media
7664,MASS EMAIL & SOCIAL MEDIA,digital
110,MASS MAIL,fundraising
7385,MASS MAIL OPPOSING AMI BERA,fundraising
7683,MASS MAIL OPPOSING MCNERNEY CA09,fundraising
7068,MATEIALS FOR EVENT,administrative
1715,MAVERICK' ADVERTISEMENT,media
6125,MEAL AT OBAMACIN ONLINE AD FILMING,digital
96,MEALS,administrative
6322,MEALS DURING TRAVEL,travel
401,MEDIA,media
7047,MEDIA - DIGITAL ADVERTISEMENT.,digital
5178,MEDIA - NEWSPAPER/BUS SIGNS,media
4610,MEDIA - PHONE/ROBO CALLS,media
1659,MEDIA - PRODUCTION,media
2454,MEDIA - RADIO,media
548,MEDIA - RADIO PRODUCTION,media
4098,MEDIA - TV AD,media
7773,MEDIA - TV ADVERTISEMENT PLACEMENT.,media
1180,MEDIA & PRODUCTION,media
3005,MEDIA & WEB DESIGN COSTS - CANDIDATE SPECIFIC,digital
4346,MEDIA (ESTIMATE 10/21 -10/28),media
1666,MEDIA / RADIO & DIGITAL ADVERTISING,digital
1541,MEDIA AD - CANDIDATE SPECIFIC,media
571,MEDIA AD BUY,media
3940,MEDIA AD COSTS - CANDIDATE SPECIFIC,media
588,MEDIA AD PLACEMENT,media
1294,MEDIA AD PLACEMENT SERVICES,media
5011,MEDIA AD PRODUCTION,media
3599,MEDIA AD PRODUCTION AND PLACEMENT,media
518,MEDIA ADS,media
510,MEDIA ADS TO GET OUT THE VOTE,media
446,MEDIA ADVERTISING BUY,media
5546,MEDIA ADVERTISING COSTS,media
113,MEDIA ADVERTISING OF RUIZ CHOICE & GOTV RALLY,media
6909,MEDIA AIRTIME,media
547,MEDIA AND PRODUCTION SERVICES,media
6427,MEDIA ASSISTANCE ON CONGRESSIONAL SCORECARD,media
400,MEDIA BUY,media
3044,MEDIA BUY  - 'CAUGHT',media
1872,MEDIA BUY  - 'GOING HOME',media
3319,MEDIA BUY  - 'WORKING',media
2114,MEDIA BUY - 09/14/2012,media
2788,MEDIA BUY - 10/28/2010,media
3372,MEDIA BUY - 'BACKROOM DEAL',media
3818,MEDIA BUY - CABLE (NATIONAL),media
4811,MEDIA BUY - CANDIDATE SPECIFIC,media
3831,MEDIA BUY - CO - 10/29 - 11/2,media
3950,MEDIA BUY - DISSEMINATED 5/7/2012,media
4283,MEDIA BUY - ESTIMATE,media
1950,MEDIA BUY - 'FUZZY',media
4737,MEDIA BUY - 'MUCH',media
7520,MEDIA BUY - NY 10/22/12,media
5264,MEDIA BUY - NY 10/9/12,media
502,MEDIA BUY - NY 11/03/12,media
298,MEDIA BUY - NY 9/25/12,media
6463,MEDIA BUY - 'OYE SHARRON' 09/08/2010,media
288,MEDIA BUY - 'PENNY' 09/14/2010,media
3294,MEDIA BUY - RADIO,media
5644,MEDIA BUY - RADIO SPOTS  (PA),media
6546,MEDIA BUY - SC TV,media
4646,MEDIA BUY - TELEVISION,media
6789,MEDIA BUY - TN 07/10/14 AD,media
1075,MEDIA BUY - TN 07/29/14 AD,media
2008,MEDIA BUY - TN 08/02/14 AD,media
3515,MEDIA BUY - TV & CABLE,media
1509,MEDIA BUY - TV AD AND PRODUCTION COSTS,media
2373,MEDIA BUY - TV AND DIGITAL,digital
5257,MEDIA BUY - TV RADIO BROADCAST,media
602,MEDIA BUY - TV SC,media
4181,MEDIA BUY - TV/CABLE,media
587,MEDIA BUY  TVCABLE,media
1304,MEDIA BUY - WEHBY FOR SENATE 05/05/14-05/11/14,media
5227,MEDIA BUY - WI - 11/4/12,media
6924,MEDIA BUY & MEDIA PRODUCTION COSTS - ESTIMATE,media
6794,MEDIA BUY & PRODUCTION: RADIO,media
3118,MEDIA BUY (5/1 - 5/8),media
4620,MEDIA BUY (BACK),media
2409,MEDIA BUY (SERVICE),media
4977,MEDIA BUY (THE WALK),media
491,MEDIA BUY AND PRODUCTION,media
1321,MEDIA BUY AND PRODUCTION - DIGITAL,digital
7739,MEDIA BUY AND PRODUCTION COSTS,media
5251,MEDIA BUY AND PRODUCTION EXPENSES,media
3976,MEDIA BUY BROADCAST & CABLE,media
3171,MEDIA BUY CABLE & RADIO,media
3324,MEDIA BUY COMMISSION,media
27,MEDIA BUY DIGITAL,digital
1780,MEDIA BUY- ESTIMATE FOR 8/8-8/14,media
3963,MEDIA BUY FOR ADS RUNNING 9/14 - 9/16,media
1214,MEDIA BUY FOR INDEPENDENT EXPENDITURE,media
1449,MEDIA BUY FOR POLITICAL AD,media
648,MEDIA BUY FOR PRO-BRANNON SPOT,media
2226,MEDIA BUY FOR PRO-SASSE SPOT,media
5697,MEDIA BUY FOR RADIO AD,media
7015,MEDIA BUY FOR RADIO AD CT FOR CHRIS MURPHY - AIRS 10/23/2012,media
2174,MEDIA BUY FOR SPANISH LANGUAGE AD,media
5272,MEDIA BUY FOR THIS MOVIE,media
4329,MEDIA BUY FOR 'THIS MOVIE',media
4332,MEDIA BUY FOR TV AD,media
459,MEDIA BUY GENERIC,media
6263,MEDIA BUY IN VIRGINIA,media
498,MEDIA BUY PRODUCTION,media
3267,MEDIA BUY PRODUCTION CONSULT SHIPPING,consulting
7677,MEDIA BUY PRODUCTION MAILING COSTS,media
592,MEDIA BUY RADIO,media
3920,MEDIA BUY SHIPPING FEES - TRUMP'S AMERICA ISN'T SAFE FOR WOMEN,media
414,MEDIA BUY TV,media
7449,MEDIA BUY- TV,media
544,MEDIA BUY TV  CABLE,media
7652,MEDIA BUY TV & CABLE,media
7332,MEDIA BUY TV & RADIO,media
2615,MEDIA BUY TV AND CABLE,media
380,MEDIA BUY WEB CONSULTING,consulting
6984,MEDIA BUY/    PRODUCTION COSTS (OH),media
2386,MEDIA BUY/PRODUCTION COSTS (MI),media
5486,MEDIA BUY:  TELEVISION ADVERTISEMENT,media
5237,MEDIA BUY: FL,media
3484,MEDIA BUY: RADIO (DES MOINES) 7/7-27/14,media
5363,MEDIA BUY; ALSO OPPOSES BARACK OBAMA,media
7777,MEDIA BUY; ALSO OPPOSES NEWT GINGRICH AND SUPPORTS MITT ROMNEY,media
277,MEDIA BUY; ALSO OPPOSES RICK SANTORUM; SUPPORTS MITT ROMNEY,media
1452,MEDIA BUY; ALSO SUPPORTS MICHAEL MCFADDEN,media
419,MEDIA BUY; ALSO SUPPORTS MITT ROMNEY,media
3964,MEDIA BUY-CANDIDATE SPECIFIC,media
2246,MEDIA BUY-DISEMINATED 7/31/12,media
3850,MEDIA BUY-DISSEMINATED 5/2/2012,media
1014,MEDIA BUYING SERVICE,media
431,MEDIA BUYS,media
988,MEDIA BUYS PHONE BANK STAFFING SERVICES,media
455,MEDIA BUY-TV,media
6826,MEDIA CABLE AD BUY RUN DATES  6/20-6/24/14,media
4764,MEDIA COMMISSION,media
1089,MEDIA CONSULTATION,consulting
205,MEDIA CONSULTING,consulting
360,MEDIA CONSULTING AND BUY,consulting
386,MEDIA CONSULTING AND PRODUCTION,consulting
367,MEDIA CONSULTING FEE,consulting
250,MEDIA CONSULTING SERVICES,consulting
2592,MEDIA CREATION AND PURCHASE,media
2287,MEDIA DELIVERY,media
67,MEDIA DIGITAL ADVERTISING BUY,digital
531,MEDIA DIGITAL AND TV ADVERTISING BUY,digital
2859,MEDIA DIGITAL AND TV ADVERTISING PRODUCTION COSTS,digital
344,MEDIA DIGITAL CONSULTING,consulting
444,MEDIA DISTRIBUTION,media
7625,MEDIA EDITING COSTS,media
1732,MEDIA ELECTION CONSULTING,consulting
428,MEDIA EXPENSE,media
3177,MEDIA EXPENSE AND RESEARCH,media
525,MEDIA EXPENSE TV AD BUY,media
1081,MEDIA EXPENSE: INTERNET ADS,digital
809,MEDIA EXPENSE-48 HR. REPORT,media
548,MEDIA EXPENSES,media
4742,MEDIA GUY,media
672,MEDIA INTERNET,digital
147,MEDIA ONLINE ADVERTISING NOT DISSEMINATED,digital
138,MEDIA ONLINE NOT DISSEMINATED,digital
1558,MEDIA OPPOSING JASON KANDER 10/21 - 11/8.,media
7443,MEDIA OPPOSING MAGGIE HASSAN 10/21 - 10/29.,media
5398,MEDIA OUTREACH,media
285,MEDIA PALCEMENT,media
550,MEDIA PLACEMENT  ALSO OPPOSES KASICH AND RUBIO,media
510,MEDIA PLACEMENT  ALSO OPPOSES RUBIO,media
7956,MEDIA PLACEMENT - ALSO OPPOSES TRUMP; NATIONAL CABLE BUY ON FOX NEWS CHANNEL,media
7699,MEDIA PLACEMENT - BROADCAST/CABLE/RADIO,media
427,MEDIA PLACEMENT  BROADCASTCABLE,media
469,MEDIA PLACEMENT  BROADCASTCABLESATELLITE,media
6571,MEDIA PLACEMENT - DIGITAL (ESTIMATE),digital
4999,MEDIA PLACEMENT -- ORIGINAL REPORT WAS AN ESTIMATE,media
6822,MEDIA PLACEMENT - SATELLITE,media
5650,MEDIA PLACEMENT - TV,media
98,MEDIA PLACEMENT  TV RADIO DIGITAL,media
4276,MEDIA PLACEMENT - TV/CABLE,media
6313,MEDIA PLACEMENT - TV/CABLE/DIGITAL,media
7811,MEDIA PLACEMENT & PRODUCTION - ORIGINAL REPORT WAS AN ESTIMATE,media
822,MEDIA PLACEMENT (ESTIMATE 10/8/12-10/14/12),media
7911,MEDIA PLACEMENT (ESTIMATE 11/1/12-11/16/2012),media
7931,MEDIA PLACEMENT (VA ACCOUNTABILITY),media
3705,MEDIA PLACEMENT AND PRODUCTION - TELEVISION AD- HAD ENOUGH,media
557,MEDIA PLACEMENT FEES,media
1647,MEDIA PLACEMENT FOR ADS,media
579,MEDIA PLACEMENT FOR NATIONAL BUY ON FOX NEWSALSO OPPOSE KASICH RUBIO AND CHRISTIE,media
4832,MEDIA PLACEMENT FOR NATIONAL CABLE MEDIA BUY ON FOX CHANNELS,media
455,MEDIA PLACEMENT NOT DISSEMINATED,media
7129,MEDIA PLACEMENT PRODUCTION AND CREATIVE,media
575,MEDIA PLACEMENT SERVICE,media
5485,MEDIA PLACEMENT SERVICES,media
3102,MEDIA PLACEMENT.PRODUCTION,media
7902,MEDIA PLACEMENT/AD CHANGE,media
6627,MEDIA PLACEMENT-AD CHANGE,media
4339,MEDIA PLACEMENT-ALSO OPPOSE BUSH AND CLINTON,media
6612,MEDIA PLACEMENT-ALSO OPPOSE KASICH AND CHRISTIE,media
497,MEDIA PLACEMENTALSO OPPOSE KASICH RUBIO AND CHRISTIE,media
3382,MEDIA PLACEMENT-ALSO OPPOSE TRUMP RUBIO & KASICH,media
34,MEDIA PLACEMENT-ALSO OPPOSES TRUMP/AD CHANGE,media
658,MEDIA PLACEMENT-BILLBOARDS,media
4006,MEDIA PLACEMENT-CHANGE IN AD,media
795,MEDIA PLACEMENT-NATIONALLY DISSEMINATED ALSO OPPOSES TRUMP AND CRUZ,media
418,MEDIA PLACEMENTPRODUCTION,media
4493,MEDIA PLANNING PRODUCTION & BUY,media
1106,MEDIA PRESS RELEASE,media
6172,MEDIA PRODUCTIION,media
2019,MEDIA PRODUCTION -,media
542,MEDIA PRODUCTION - 227,media
4670,MEDIA PRODUCTION - ALSO OPPOSE KASICH AND CHRISTIE,media
3637,MEDIA PRODUCTION - ALSO OPPOSE TRUMP,media
4783,MEDIA PRODUCTION - ALSO OPPOSES CHRISTIE,media
964,MEDIA PRODUCTION - ALSO OPPOSES RUBIO KASICH AND CHRISTIE,media
1097,MEDIA PRODUCTION - ALSO OPPOSES TRUMP,media
3648,MEDIA PRODUCTION - ALSO OPPOSES TRUMP CRUZ & RUBIO,media
6072,MEDIA PRODUCTION - ESTIMATE,media
3918,MEDIA PRODUCTION - INVOICED BUT NOT YET DISBURSED,media
267,MEDIA PRODUCTION -- NATIONAL -- NOT STATE SPECIFIC,media
3039,MEDIA PRODUCTION - NY - 10/3/12,media
3872,MEDIA PRODUCTION - TIME?,media
25,MEDIA PRODUCTION - TV,media
6521,MEDIA PRODUCTION & AIRTIME,media
1278,MEDIA PRODUCTION & BUY,media
6446,MEDIA PRODUCTION & EMAIL BLASTS - CANDIDATE SPECIFIC,media
4348,MEDIA PRODUCTION & MEDIA TIME,media
5549,MEDIA PRODUCTION & PLACEMENT,media
5198,MEDIA PRODUCTION & PLACEMENT - NV VOTING,media
6030,MEDIA PRODUCTION & PLACEMENT -- ORIGINAL REPORT WAS AN ESTIMATE,media
1743,MEDIA PRODUCTION & PURC,media
4218,MEDIA PRODUCTION (ONLY: 11/2/16-11/8/16),media
7762,MEDIA PRODUCTION (STAND NH: 11/2/16-11/8/16),media
4678,MEDIA PRODUCTION (STAND NV: 11/2/16 - 11/8/16),media
4746,MEDIA PRODUCTION (TRUTH),media
2836,MEDIA PRODUCTION (TV AD),media
1680,MEDIA PRODUCTION AND AIRTIME PURCHASE,media
5388,MEDIA PRODUCTION AND AIRTIME PURCHASING,media
4149,MEDIA PRODUCTION AND CREATIVE,media
3224,MEDIA PRODUCTION AND DIGITAL AD PLACEMENT,digital
3551,MEDIA PRODUCTION AND DISTRIBUTION,media
4095,MEDIA PRODUCTION AND LICENSING COSTS,media
4785,MEDIA PRODUCTION AND PLACEMEMT,media
515,MEDIA PRODUCTION AND PLACEMENT,media
1317,MEDIA PRODUCTION AND PURCHASE,media
2621,MEDIA PRODUCTION AND TRANSMISSION,media
3165,MEDIA PRODUCTION COSTS - CANDIDATE SPECIFIC,media
480,MEDIA PRODUCTION COSTS  ESTIMATE,media
2823,MEDIA PRODUCTION COSTS - ESTIMATED,media
2117,MEDIA PRODUCTION COSTS - IN KIND,media
591,MEDIA PRODUCTION CREATIVE AND FOCUS GROUP,media
2418,MEDIA PRODUCTION CREATIVE AND FOCUS GROUPS,media
599,MEDIA PRODUCTION CREATIVE AND PLACEMENT,media
7672,MEDIA PRODUCTION EXPENSE - SOUND,media
5598,MEDIA PRODUCTION EXPENSE (ESTIMATED AMOUNT),media
6319,MEDIA PRODUCTION EXPENSES,media
6144,MEDIA PRODUCTION EXPENSES - SOUND,media
661,MEDIA PRODUCTION EXPENSES (ESTIMATED AMOUNT),media
3790,MEDIA PRODUCTION FEES - CANDIDATE SPECIFIC,media
5609,MEDIA PRODUCTION FOR 05/06/14 OREGON AD,media
6337,MEDIA PRODUCTION FOR 07/28/16 RADIO ADVERTISING BUY,media
856,MEDIA PRODUCTION FOR 07/29/16 TELEVISION ADVERTISING BUY,media
474,MEDIA PRODUCTION FOR 10/07/13 WYOMING AD,media
4912,MEDIA PRODUCTION FOR 10/13/13 NEW JERSEY AD,media
2017,MEDIA PRODUCTION FOR NATIONAL CABLE BUY - ALSO OPPOSES TRUMP CRUZ & RUBIO,media
7279,MEDIA PRODUCTION FOR NATIONAL CABLE BUY ON FOX NEWS - ALSO OPPOSE TRUMP,media
507,MEDIA PRODUCTION FOR NATIONAL CABLE MEDIA BUY,media
610,MEDIA PRODUCTION OF BUMPER STICKERS BUTTONS YARD SIGNS,media
475,MEDIA PRODUCTION SERVICES,media
2267,MEDIA PRODUCTION/BUY RADIO,media
3211,MEDIA PRODUCTION/BUY-RADIO 07/19/2012,media
7856,MEDIA PRODUCTION/FILM FOOTAGE,media
3961,MEDIA PRODUCTION/MEDIA,media
2869,MEDIA PRODUCTION/PLACEMENT,media
870,MEDIA PRODUCTION/SPOT DELIVERY,media
5843,MEDIA PRODUCTION: ALSO OPPOSE HILLARY CLINTON,media
4997,MEDIA PRODUCTION; ALSO OPPOSES MITT ROMNEY,media
4287,MEDIA PRODUCTION; ALSO OPPOSES NEWT GINGRICH,media
4692,MEDIA PRODUCTION; ALSO SUPPORTS CLAY HIGGINS,media
3431,MEDIA PRODUCTION-ALSO OPPOSE CRUZ,media
7860,MEDIA PRODUCTION-ALSO OPPOSE KASICH AND CHRISTIE,media
2190,MEDIA PRODUCTION-ALSO OPPOSE RUBIO CHRISTIE AND KASICH,media
1289,MEDIA PRODUCTION-ALSO OPPOSES TRUMP,media
1781,MEDIA PRODUCTION-BILLBOARDS,media
3613,MEDIA PRODUCTION-NATIONAL DISSEMINATED,media
5427,MEDIA PRODUCTION-NATIONALLY DISSEMINATED,media
3661,MEDIA PRODUCTION-NATIONALLY DISSEMINATED ALSO OPPOSED TRUMP AND CRUZ,media
584,MEDIA PRODUCTIONPLACEMENT,media
6641,MEDIA PRODUCTIONS COSTS,media
4598,MEDIA PRODUTION - ALSO OPPOSES RUBIO,media
4157,MEDIA PROMOTION,media
2999,MEDIA PRUDUCTION,media
3603,MEDIA PURCHAE,media
416,MEDIA PURCHASE,media
460,MEDIA PURCHASING,media
3770,MEDIA PURHCASE,media
3163,MEDIA RADIO,media
1902,MEDIA RADIO ADVERTISING PRODUCTION COSTS,media
3951,MEDIA SCHEDULE,media
3006,MEDIA SCHEDULE TV,media
421,MEDIA SERVICES,media
247,MEDIA SERVICES CONSULTING,consulting
1147,MEDIA SHIPPING & HANDLING,media
353,MEDIA STRATEGY CONSULTING,consulting
4608,MEDIA SUPPORT FOR CONGRESSIONAL SCORECARD,media
6472,MEDIA SUPPORTING JOHN MCCAIN 8/23 - 8/30.,media
6227,MEDIA SUPPORTING KELLY AYOTTE 11/1 - 11/8.,media
5751,MEDIA SUPPORTING TODD YOUNG AUGUST 28 - SEPTEMBER 7,media
836,MEDIA SURVEY RESEARCH,polling
2608,MEDIA TARGETING ANALYTICS,polling
5682,MEDIA TELEVISION,media
423,MEDIA TIME BUY,media
814,MEDIA TRAVEL,media
420,MEDIA TV ADVERTISING BUY,media
853,MEDIA TV ADVERTISING PRODUCTION COSTS,media
1749,MEDIA TV ADVERTISING PRODUCTION COSTS - ESTIMATED,media
2463,MEDIA TV PRODUCTION,media
2061,MEDIA/TV PLACEMENT,media
771,MEDIA: INTERNET ADS/FEES (08/01/12 - 08/14/12),digital
3043,MEDIAPLACEMENT/PRODUCTION,media
1290,MEDIA-POST PRODUCTION WORK,media
1458,MEDIA-PRODUCTION AND AD PLACEMENT,media
766,MEDIA-RADIO,media
3463,MEDIA-TELEVISION,media
4189,MEDIA-TV PRODUCTION,media
2957,MEDITA PRODUCTION & TIME BUY EXPENSE,media
161,MEETING EXPENSE,administrative
2071,MEETING ROOM,administrative
6147,MEETING ROOM FOR PHONE BANKS,field
697,MEETINGS AND EVENTS,administrative
5467,MEIDA,media
1343,MEIDA BUY,media
3927,MEIDA PLACEMENT,media
1002,MEIDA PRODUCTION,media
2550,MEIDA PRODUCTION ESTIMATED COSTS,media
559,MEMBER ORGANIZATION FUNDRAISING TRAINING,fundraising
291,MEMBERSHIP POLITICAL MOBILIZATION,administrative
268,MEMBERSHIP POLITICAL MOBILIZATIONS,administrative
44,MERCHANDISE FULFILLMENT,administrative
916,MERCHANT BANK FEE,administrative
866,MERCHANT BANK FEES,administrative
82,MERCHANT FEE,administrative
221,MESSAGE PHONE CALLS,field
285,MESSAGE PHONE CALLS NRSC ONLY,field
5089,MESSAGE PHONE CALLS/TRAVEL,travel
6217,METRO FARE,travel
5583,MI 1-MAILER PRODUCTION,fundraising
5424,MICROTARGETING CONSULTING (ESTIMATE),consulting
1096,MIELAGE REIMB,travel
811,MILEAGE,travel
792,MILEAGE AND PER DIEM,travel
6935,MILEAGE AND TRAVEL REIMBURSEMENT FOR CANVASS,field
4480,MILEAGE ESTIMATE FOR CANVASSERS 10/27-11/8 FL,field
7844,MILEAGE ESTIMATE FOR CANVASSERS 10/27-11/8 OH,field
7166,MILEAGE ESTIMATE FOR FL CANVASSERS 10/1-10/19,field
3719,MILEAGE FOR CANVASSERS 10/1-10/19,field
5454,MILEAGE REIMB,travel
810,MILEAGE REIMBURSEMENT,travel
5164,MILEAGE REIMBURSEMENT - RESEARCH,travel
6722,MILEAGE REIMBURSEMENT FOR 7/16-7/24- FLORIDA,travel
2126,MILEAGE REIMBURSEMENT FOR CANVASSERS 7/25-7/31 FL,field
596,MILEAGE REIMBURSEMENT FOR CANVASSERS 7/25-7/31 NC,field
4225,MILEAGE REIMBURSEMENT FOR RESEARCH,travel
5421,MILEAGE REIMBURSEMENT FOR VOTER CONTACT FROM 5/14-5/31/16,field
4295,MINUTES FOR PHONE BANKING THROUGH 10/31/12,field
7897,MOBILE AD,digital
263,MOBILE AD BUY.,digital
